0.0134340974281564,0.0281636487471479,0.0243131405097898,0.02210305680726,0.0025815190357753,0.0217071382363538,0.00413443593902763,0.0039245111102344
0.0141973981183779,0.0364308781842462,0.0293559061826384,0.0326869462207063,0.0316590733281902,0.0425412969394252,0.0753416200499976,0.0739538555014229
0.0188225940348685,0.0252705692341187,0.0250407710749128,0.0238519198836613,0.00198867707751382,0.0235206787677261,0.00363514952611776,0.00419789720861552
5.17855758275232e-10,0.00346923442288183,0.00325853106620866,0.00293606403691171,3.14538617374183e-10,0.0109501445278796,0.0244573126164215,0.0297579307079293
4.56791937608614e-10,2.13163188692578e-05,2.54370803646209e-05,1.99551609818549e-05,1.81499482110326e-10,0.0120783655534453,0.0256107573837419,0.0263624303071887
3.04007796714245e-09,0.00444052844065235,0.00499183759650423,0.00542858809401103,0.110490400921885,0.0477464355833574,0.0975135227489194,0.113626547316179
1.33904221044645e-10,0.0219021482028563,0.0216947902541275,0.0201417714672599,1.67033054054855e-11,0.0271139719338105,1.23021814957269e-10,6.68330946140827e-11
0.0223170237557468,0.00109165544780931,0.000978363451204611,0.00104479140940028,0.00197801536427922,0.00156277629899704,0.00354832661330906,0.00410729404417765
0.0204506248565874,0.0397164590115336,0.0409554461767789,0.0398983051259918,0.0452253809879252,0.0418218252441298,0.0893101897941849,0.0871199560373195
0.0252097178074254,0.00119386432930146,0.00113332415754896,0.000988584688086269,0.00231785691624042,0.00121553936014906,0.00282054497667061,0.00301760731106737
2.09138262263764e-10,0.0205483407568637,0.0175009121399331,0.0184607039626302,1.56087365255075e-11,0.0294321029872542,1.0715017761953e-10,8.03668243065658e-11
5.12867526225591e-11,0.0209829003196477,0.0203302480407285,0.0175209675991936,1.23727694756326e-11,0.194534690127166,9.28073173867006e-11,6.30575591742399e-11
0.260856014344799,0.00810941221751382,0.00915075671691812,0.00967434314063109,0.00864754793222644,0.00887530794311475,0.0201534319148093,0.0193216137275379
0.0204769845934071,0.0262386511093823,0.0252567055316466,0.0296184759182732,0.0289645633219409,0.028066355337114,0.0571422007099065,0.0566523055567085
